protein,f1_0_f2_0_R_0,f1_0_f2_0_R_1,f1_0_f2_0_R_2,f1_0_f2_1_R_0,f1_0_f2_1_R_1,f1_0_f2_1_R_2,f1_0_f2_2_R_0,f1_0_f2_2_R_1,f1_0_f2_2_R_2,f1_1_f2_0_R_0,f1_1_f2_0_R_1,f1_1_f2_0_R_2,f1_1_f2_1_R_0,f1_1_f2_1_R_1,f1_1_f2_1_R_2,f1_1_f2_2_R_0,f1_1_f2_2_R_1,f1_1_f2_2_R_2
slr0809,46837.9329088,631500.069819,377488.98107,289734.032029,447154.475704,431897.827652,226929.713982,313990.502605,170978.808764,350930.856141,438168.611129,286666.82204,200495.588665,292556.2882,289567.521714,162446.598515,970381.054014,138589.238252
slr0816,137858.192271,649169.183859,816630.700932,572311.97861,506301.811648,595271.912489,303649.807903,442607.983462,335627.023716,131088.149675,601945.777644,878615.064654,635077.308192,409729.880897,661101.610353,491519.636502,722570.540966,438233.895463
slr0823,1584018.34628,823742.642101,153792.150034,1237882.24865,607948.48251,1336127.07116,1079083.85398,257219.697655,1143632.25179,231351.742838,190899.494151,150283.361893,1102801.81005,1133221.09269,1225245.41761,1120797.28405,2584603.40389,1051527.07504
slr0835,2601343.41773,510657.044845,2845964.81589,1390672.45219,1479260.80745,1606402.2257,1001849.35872,1656770.32852,1417822.91837,1826049.94778,2039307.15226,2236432.31505,2061578.32392,1560660.04851,1911467.19146,1452726.32139,2823730.06284,1544127.46154
slr0838,1215216.0096,343755.566404,402803.455362,700093.118317,337077.611512,728332.430912,473396.173215,740619.929595,624456.088889,149111.331726,300430.965111,324436.034946,656618.014274,221361.297258,701161.158413,496286.596063,836083.307059,791843.469374
slr0839,3297081.29231,2217180.48217,1780500.95394,29422.8973535,487184.667714,590962.684559,1001332.23765,1114304.89748,1447580.65896,767350.577165,1491952.32491,1035347.64025,1739400.10766,1556307.10431,2035455.43088,1022048.99732,1855822.96076,1168283.84958
slr0844,2898147.51169,2441584.43469,858441.518407,2877816.83051,4066775.97002,2678795.5765,1686681.72325,5093066.02,2457723.60719,657038.508222,2266926.06686,2034794.09837,4133167.85663,3061376.24252,3551632.20762,2552521.42062,2883117.53966,2652508.45609
slr0848,117873.033477,1415067.72767,53216.0784502,891673.138694,998007.813737,354890.349555,559709.022967,2406812.32424,574875.448401,1297030.39333,1271909.776,1016813.27875,206858.576107,947411.273149,581161.657575,1398715.74192,2526011.90642,754854.303552
slr0854,993323.484031,662233.554822,491370.604243,205465.670127,198303.971494,370368.146751,177284.31195,198665.787939,130683.843031,260451.625231,269886.288914,258614.091648,136043.129275,74522.7861896,87022.6241223,214314.475198,1179329.18052,149411.28802
slr0861,2389294.42219,4245957.1457,2913791.77828,1225966.5868,1738742.24182,1784180.83919,1374958.00859,1330446.99087,1465631.27252,2110724.52758,3202302.36095,3036794.90288,1838636.89966,1288865.7802,1415949.10598,1484065.57986,1297956.11851,1281176.11676
slr0863,8022129.03907,6554852.93412,5454371.2319,15765958.1953,10122204.0391,15180365.6933,15261296.4232,3478792.47834,8870612.40781,5333680.56502,1388064.22388,1498072.16898,3239569.88085,5185288.46625,6823046.5461,3091729.94523,5406673.59296,3721895.72429
slr0869,520316.345367,1040441.54757,1077160.21256,8039242.41788,7405520.66332,8679105.26627,4294475.02744,214172.502546,780859.947884,5515673.25832,9086072.81976,9224266.87922,15440594.6145,14050186.8232,11052781.7774,6890469.97766,3789197.05132,6962036.76017
slr0876,1607398.40369,2035412.98354,2277290.1891,594864.15521,2528225.41245,2027639.40006,1496613.53947,1018875.12502,616911.289455,742972.876558,1823600.38909,1609411.18039,485222.182137,2172598.45648,601317.02796,1577615.4402,3437563.93367,1684813.24127
slr0877,3317490.10756,1440067.26732,2510091.0199,3439702.85754,4132822.05058,3356007.17661,458989.480284,2174499.8038,2747695.20291,1233808.13455,1203155.66861,1523253.84191,4005434.45985,582404.280228,1222190.87498,1042928.31615,794027.630774,446905.896488
slr0884,7941208.48158,9183216.613,6749645.57735,19194.8040728,2736698.61894,3311692.38904,1997984.74077,3789962.25219,3414166.32029,3379477.0821,5131193.96993,4440543.87556,4980689.13385,4627174.96171,6319747.88512,2704667.29702,1846478.8455,3178679.41042
slr0886,2106687.59659,2672032.90979,197513.719349,751749.715806,617242.875052,487935.810941,660316.153818,577309.419231,827408.348132,1371349.24828,624647.511119,805738.950349,479179.971421,503585.253929,558219.809312,682019.856201,1921059.64045,615051.380799
slr0898,5781298.37472,5235351.46092,3484705.59619,6802459.7077,6317686.2986,6003631.75131,5778764.6626,3342643.45066,3703755.17406,2543085.46293,4731216.25945,3415598.39326,5967698.55343,6554199.91779,5761660.07072,3480474.98908,12518260.6399,4918176.23415
slr0900,1144814.32395,1413994.19015,337360.242215,731178.17784,626228.337626,822833.75588,388813.240455,173376.085835,481509.827447,937044.866471,1682166.90987,1424465.0565,1204060.22545,1255284.83848,1324819.11521,688277.21337,525786.800905,626317.819553
slr0906,2946784.04585,6236123.40649,2625164.26792,9144224.73377,11112175.9117,14142631.7814,5721971.13645,32473106.7309,17573161.8712,13454974.9767,22217690.7504,16730856.2665,15774918.7457,4023616.21537,13264841.1601,19108335.0856,3685297.66174,19822379.497
slr0907,2645180.4199,890350.947734,582179.802086,2234287.41097,2227710.75018,2385843.86799,1972755.13906,2095953.22867,1817476.33654,1197750.61768,543012.276984,1737693.35459,3242531.56158,1687769.71685,2293288.50759,2062531.28955,3212729.98796,1996587.64525
slr0909,1631512.22224,3608637.37392,3190543.73606,2094015.51277,2351117.57703,2312617.78431,2318432.7868,2844110.03638,2239272.64333,1776827.65147,2283501.94136,2898621.82759,2040267.53282,1773372.31536,1861406.013,2245071.00486,3057481.86169,2314158.26788
slr0922,1025000.98701,953182.589652,754606.439229,675230.443942,624019.035778,883473.261659,522707.452249,702886.983905,597254.68858,217576.479255,520950.855668,927786.718264,1027827.05583,887336.182935,742100.686307,478590.329591,685084.183601,530965.457794
slr0923,9092422.5249,4371915.43577,11029839.7111,2734860.71692,2327427.28037,2205246.44156,1571504.66945,1265312.49735,1269036.69985,3840412.344,416939.277058,115104.157094,113246.520673,180140.799245,582042.135851,605150.510633,808857.590825,150768.246326
slr0924,3374463.159,873365.251504,345625.783619,3250361.51057,1571204.71519,204073.78807,72808.0097502,294693.070369,1458414.01521,306809.512231,380948.403447,466716.606919,2318982.46353,1846689.87172,1213827.60693,1948318.44872,5431967.83493,1278742.68046
slr0930,2542898.78993,4251498.14978,3068384.28292,1133827.12659,1487056.89056,1619524.43761,987623.413178,848042.690555,1749706.27352,1981579.65854,4309298.09426,2141285.57141,1689713.90296,1294554.43135,1358236.73041,1240612.88317,5561187.62147,907873.146466
slr0937,711075.675978,1216542.65175,936800.27318,1533989.71815,1596462.79017,1246920.40786,512811.030479,655470.050544,613152.472459,2118246.64803,2989182.89131,2989701.86624,1647170.13946,1509601.13277,1653146.37632,1064114.46211,1816899.01548,970439.051127
slr0938,219270.630962,347133.2081,409683.772452,404495.950407,477938.945465,606488.919562,595189.42488,597471.149502,383172.558837,508751.908932,570466.451121,262545.487397,463380.968578,439800.865987,378068.250532,300294.06959,1299242.47191,349437.044611
slr0940,3494493.56639,2556258.58768,2281102.12402,1129599.32839,1070685.00356,1317832.56511,1397836.17108,716103.086371,1764092.06533,2183874.83848,2325464.81447,1365726.65417,2254303.05801,2317920.12416,2041959.26626,1366083.58353,3866457.65632,1359577.26422
slr0941,461077.558231,503668.071283,354118.139739,564616.038097,412187.786714,577023.860221,201891.323242,152697.756893,398601.846059,517751.129079,360791.244184,472830.637743,340094.662009,935385.46316,761464.543321,321709.173729,224396.980951,295762.991107
slr0942,647008.004276,891784.292104,1198452.51415,612883.054853,140032.262992,115053.361157,516976.527273,432041.641378,559158.01173,633918.501271,322278.474006,297548.402068,492400.28249,357565.039506,318588.992185,893260.235183,670005.71412,386698.086395
slr0943,2898036.55444,3994901.79254,2804932.96861,1259269.68254,1694089.16731,1637242.02538,1701057.21412,2072972.15854,2195974.56303,1676096.78725,2383588.50941,1863938.96024,949131.770979,847263.785916,895089.934275,2014975.65479,1741833.03915,1982506.46179
slr0947,3993893.39809,1530639.54926,1451295.89675,2236332.43159,2581981.08131,4397549.939,3246983.12585,1832092.29926,2902386.76989,1077771.06849,1191127.25525,1166785.85754,2737004.06113,2600797.96103,2801707.96279,3108190.68579,1619518.68051,3260230.26397
slr0958,700756.915481,1857262.23309,983769.407321,326717.831313,2420584.35137,2462958.19393,307238.851968,12963433.8006,600536.232268,587220.932715,2025167.00084,985524.408364,446765.646736,2153354.88045,2923568.47172,10414052.6528,1111641.01946,5148642.0094
slr0962,1284876.42604,878811.733883,737089.687444,121562.401957,62641.6994429,128022.743975,238775.388238,56661.0557696,233298.220086,82256.8610302,112700.633877,116973.265458,115979.410748,224598.50971,138282.88091,140750.953816,384660.270007,203200.652116
slr0963,6542385.26622,9235871.98987,6645459.11743,4654044.65887,6188762.75129,7616333.84054,3556805.20911,4487942.01351,5745395.81864,5784402.81166,7550983.43791,8099367.65855,9767816.37094,6231080.69802,4594680.49796,5091874.52,4278128.16523,5967786.45631
slr0965,1829153.00595,1614686.90358,2156674.75291,601322.466169,551625.586444,730711.782122,533944.22221,307263.080172,571504.565093,1421012.22419,1076078.26024,1045887.41761,1314398.63915,1203004.68035,1090738.99645,684069.01863,1526515.45515,591859.952516
slr0966,4510072.78038,4821983.78856,3718479.00077,2349079.0855,2039796.87605,2521419.98853,1395687.07741,1478401.20008,1569754.96299,3086206.25559,3360803.0237,2821545.80289,3285537.58698,2515001.49416,2446375.95169,1999457.08328,4177471.18458,2036724.13882
slr0974,1992447.3544,500276.768559,657223.185723,945370.379111,821754.20509,382011.750669,650409.45557,945647.461952,354579.827705,1043404.81718,1501544.27443,309500.654294,423923.164196,1889320.72555,516755.184598,921312.063123,1346648.08081,398745.023941
slr0981,307204.805506,937271.308638,82671.1770745,235434.484937,179081.147928,265638.45884,282617.463279,19936.128632,179539.133058,341002.894597,176852.140833,889659.082871,354287.807801,622158.236844,417286.553124,115740.631751,539072.609546,133384.139953
slr0985,950436.75735,1267092.23348,1275498.87145,2136420.99602,2167926.18179,2120671.66023,2364657.41813,3125486.25749,3485241.62963,1662300.08807,1517034.43729,1693374.78972,2188381.37918,1627957.58047,2406927.06661,2708176.85679,1603556.22575,2788028.66709
slr0993,511062.449365,702485.873844,635016.256669,403316.731902,475068.464773,396277.094234,220257.574467,228683.015696,449017.048797,224495.418557,522629.015841,1146957.24853,781071.277093,1215452.18749,1615209.07292,511028.718873,793875.635006,368765.628375
slr1020,2887602.56345,18482953.2849,14213399.1243,4770915.37912,6980418.59716,1409062.79479,2923454.58009,11866366.2255,645294.79849,10795281.2205,14481257.0076,13449634.2962,2620834.22069,2215308.71312,3301318.92331,1606757.40074,523416.775356,3432001.08302
slr1022,1553783.0401,2741486.5603,1691085.91094,1834404.22433,2282016.72286,2575763.87825,935673.714029,2648377.69439,1081991.29933,4587452.28831,3008447.3695,3966076.53107,2995878.06204,2187688.79018,2481332.40802,1263463.99117,2400952.71035,1470247.20679
slr1030,9324232.83533,9947016.41743,7962330.07743,5763165.56309,4861244.58235,6631964.02212,3017728.85627,2762756.29995,1717593.92558,4109384.92246,5542117.09975,6071244.77546,1808992.99063,5815903.22868,3297747.63786,1317632.95461,7984904.44436,1915058.18699
slr1031,163301.360142,181642.560851,266031.133218,139240.242204,141676.057033,136943.148779,170928.802883,19654.2038747,146307.67922,294178.511297,120985.155642,2100208.28168,138560.824413,1220401.32118,140686.165573,432689.581989,1472922.00274,135858.465942
slr1042,1168364.86259,291857.44101,568968.709814,222079.073504,187289.171161,233067.289703,389052.074026,49769.7146415,693049.976995,73875.3663937,2215095.88317,1096623.85169,241531.159156,296665.630513,328789.560484,257511.119582,53836.2227437,233612.098074
slr1044,1390504.96962,1695180.11319,1283130.22998,458978.344746,2157437.74254,3014126.40862,2069004.52548,2023924.04487,2565977.89297,1369809.65917,2022246.5443,1706393.96546,2543476.81512,1556329.02664,1708517.83741,1755755.88573,1614967.48792,2356081.69164
slr1051,5265052.27537,9720050.31978,13523157.1641,3112098.6158,2939993.76062,7324833.8575,2493317.12814,1848751.46789,3063089.61384,10981824.1254,6248999.39853,7845141.73132,2928847.16724,4441239.52287,5990577.20068,2449397.58891,4406016.87074,2389574.17979
slr1056,509073.190201,614319.796161,421997.457346,183176.914952,251511.061601,232543.214565,150875.872903,149906.926845,195806.750375,200441.354647,205468.484679,193122.689848,171738.696882,165506.853423,180691.984147,203265.401238,587316.620505,198058.841051
slr1064,136533.17436,1023658.60301,410522.306013,419223.58848,429394.429201,573053.56246,292352.783295,283722.511045,401443.310499,335160.491463,631307.920123,498904.422474,735805.46091,583915.559084,562899.424011,403049.095926,2134188.9454,389099.249841
slr1066,2574987.07142,3120085.29799,1300360.45959,1253508.08544,1596155.29331,1437007.96059,1614321.83874,2161094.91373,1325493.27967,1291888.80481,1686428.85085,1426538.17949,1782077.33103,1487141.67404,1726686.72909,1517953.30022,2102079.51853,885545.958634
slr1067,1733637.44325,2772832.25888,1507184.94624,177283.424896,296849.478431,517715.208367,740600.396317,859743.019626,1370648.69399,710825.41447,744978.074232,646914.425432,1197600.37264,1143176.70159,1071956.14354,1036498.24863,1812161.41001,784708.839463
slr1076,1821889.2375,3050147.97717,150495.397822,859112.693541,1679651.83781,1036663.19415,1511226.13991,1531962.7186,1815937.69144,1076276.01076,91563.4579961,510590.381954,2971128.8647,1499164.18583,1485236.75104,1511177.93163,1895088.90592,2123041.84114
slr1090,317552.106674,221872.526178,182526.310136,474170.320199,160270.959111,479881.454645,270780.197421,200507.336984,768889.957395,154998.004787,212670.035225,114408.144365,663401.845205,540846.365383,726733.043262,428188.789612,962810.72625,416573.264519
slr1096,1426592.27147,3153135.80242,3160346.89156,2435344.85887,1996993.52295,2640853.39675,1961896.93335,2031433.88417,2412099.90995,2585480.55699,3123820.62252,3151617.09115,2009426.36771,2212242.14651,1561688.69153,2164537.02934,5935550.37308,1642192.48439
slr1097,1649197.42097,1629694.37383,1414313.03782,3835068.9983,3320270.73584,9074755.85726,3025387.97571,2043210.85242,4377636.61931,2203644.22853,2973564.0208,3625615.82092,2799371.79051,3955596.63608,4057473.30205,3384111.44349,4744617.97625,4565836.85168
slr1098,215348.945955,98421.6435287,301422.437453,274471.47414,269029.555227,270279.61295,898313.705801,466770.09475,258432.998993,384159.246468,106601.330904,103825.697926,247716.73985,333966.290944,234417.808527,271974.938152,1155752.22513,262786.291141
slr1103,1478443.88755,772880.043975,918219.575366,1301389.79689,1291726.44132,1283708.53054,419762.928453,580245.169762,1376556.44341,256279.009177,866537.154891,507145.77967,676633.574711,1302095.27284,1362584.75968,1369766.7986,6847974.12276,790554.571437
slr1104,962316.027971,1264027.35112,355635.664306,177045.831502,701466.681193,431936.226225,322734.300455,1158134.82603,502033.848224,787997.515725,1386252.07417,1471098.87765,394166.03835,821373.259511,1302047.89511,1264771.7383,1413336.89992,1537061.30738
slr1105,533075.210287,1229397.86989,1184736.25372,1282059.07634,1928751.50835,2874772.12863,852324.433227,960404.359924,1418300.46688,2291762.44262,4000267.40182,2403274.44452,4494404.03826,3892877.98394,4379050.90666,1443002.22503,5689995.27135,1560414.27751
slr1116,2938864.1571,2488004.77434,2169563.91,872503.616025,639896.926973,966638.326278,1071837.00054,129399.432526,1422723.54889,905582.304922,979749.165782,887225.218486,799636.343168,689091.550658,628555.328403,1074613.47899,591577.704171,835441.048278
slr1124,459795.065373,484637.849903,319120.144789,1115705.04043,1161452.40659,678166.048266,554936.862039,569594.972199,776580.316094,972574.703611,1858734.2238,1451555.73447,2032078.65208,2188719.25832,1947633.00774,1143461.0267,2023502.9751,592917.446201
slr1128,3783829.72873,3406521.69696,4062333.35851,1939855.41462,1497034.56402,1805556.00358,2528571.38676,1352125.55341,1983915.95903,976182.977402,997450.290496,876497.047049,928245.805962,1241180.11739,1158835.05465,1417714.00545,2065969.45962,2095277.09827
slr1129,6492940.03378,3930098.40641,3892768.26529,3489327.25124,1904548.96674,3608840.38831,2314015.71544,1849653.16592,3207207.46124,2728716.8618,3210673.71696,4924436.4227,5622374.54499,4422026.38032,5355013.27185,2536353.78705,2003023.82627,428776.064133
